Offset-Description  
  		         GRUNTS												     PLAYER		 ELITES                                                                                                                                                                     
0000 - type              0957                0957                0957                0957                0957                00DD                059D                059D                
0444 - 4 Bytes           4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          
0448 - 4 Bytes           8                   4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          
044C - 4 Bytes           0                   4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          
0450 - 4 Bytes           4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          
0454 - 4 Bytes           4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          
0458 - 4 Bytes           4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          
045C - 4 Bytes           4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          
0460 - 4 Bytes           4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          
0464 - 4 Bytes           4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          
0468 - 4 Bytes           4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          
046C - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
0470 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
0474 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
0478 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
047C - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
0480 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
0484 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
0488 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
048C - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
0490 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
0494 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
0498 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
049C - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
04A0 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
04A4 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
04A8 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
04AC - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
04B0 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
04B4 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
04B8 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
04BC - 4 Bytes           4294967295          4294967295          4294967295          4294967295          4294967295          3                   4294967295          4294967295          
04C0 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
04C4 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
04C8 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
04CC - 4 Bytes (Hex)     FFFFFFFF            FFFFFFFF            FFFFFFFF            EC700000            EC700000            FFFFFFFF            EC700000            EC700000            
04D0 - 4 Bytes (Hex)     FFFFFFFF            FFFFFFFF            FFFFFFFF            E5FD038E            E5FD038E            FFFFFFFF            E5FD038E            E5FD038E            
04D4 - 4 Bytes           4294967295          4294967295          4294967295          1                   1                   4294967295          1                   1                   
04D8 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
04DC - 4 Bytes           1                   1                   1                   1                   1                   514                 65537               65537               
04E0 - 4 Bytes           4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          
04E4 - 4 Bytes           5924                3625                8705                7541                7541                5155                1679                9424                
04E8 - 4 Bytes           5924                3625                8705                7541                7541                4294967295          1679                9424                
04EC - Float             -63.31320953        -61.50376511        -48.10962677        -49.41535568        -49.41535568        -53.29629517        -53.29837418        -52.04446793        
04F0 - Float             13.86144543         15.20419598         24.14086533         26.74746513         26.74746513         24.70565605         16.07541656         8.238219261         
04F4 - Float             1.593939304         1.803752303         3.391844988         3.651693583         3.651693583         2.775989294         2.63027072          4.260400295         
04F8 - 4 Bytes           1219                1218                1553                1216                1216                4470                1216                1216                
04FC - 4 Bytes           5924                3625                8705                7541                7541                5155                1679                9424                
0500 - 4 Bytes           4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          
0504 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
0508 - 4 Bytes (Hex)     00000000            00000000            00000000            00000000            00000000            E41901AA            00000000            00000000            
050C - 4 Bytes           0                   0                   0                   0                   0                   0                   16777216            16777216            
0510 - 4 Bytes           127                 127                 127                 127                 127                 127                 127                 127                 
0514 - 4 Bytes           255                 255                 255                 255                 255                 255                 255                 255                 
0518 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
051C - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
0520 - Float             -0.1399935782       -0.1234682873       -0.07290203869      -0.1519951671       -0.1519951671       -0.1534199268       -0.1220967099       -0.03329853714      
0524 - Double            0.00718731521281427 0.00732472999599589 0.00728716232486652 0.00597094276232959 0.00597094276232959 0.00707134877731956 0.00715993806971072 0.00775856426909097 
052C - Float             10.88457108         9.848239899         4.490205765         6.253912926         6.253912926         10.96393776         10.54151249         5.985173225         
0530 - 4 Bytes (Hex)     FFFF0000            FFFF0000            FFFF0000            FFFF0000            FFFF0000            FFFF0000            FFFF0000            FFFF0000            
0534 - 4 Bytes           4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          4294967295          
0538 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
053C - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
0540 - 4 Bytes           0                   0                   0                   0                   0                   0                   0                   0                   
0544 - Double            0.0078125           0.0078125           0.0078125           0.0078125           0.0078125           0.0078125           0.0078125           0.0078125           
054C - 4 Bytes (Hex)     B2537371            00000000            B37E650B            B28DBCF2            B28DBCF2            B1A3DA51            3E59929A            3E6284D5            
0550 - Double            0.00781249702381971 0.0078125           0.00781249886341542 0.00781249702356462 0.00781249702356462 0.00781250896395649 0.00612460911683885 0.00608584001887823 
0558 - Float             -0.7243597507       -0.6182677746       -0.7481589317       -0.7723990083       -0.7723990083       -0.5329645276       0.9764653444        -0.3193236291       
055C - Float             0.6894221306        0.785967648         -0.6635195613       0.6351374984        0.6351374984        -0.8461378217       -0.05732711777      0.9476457238        
0560 - Double            -0.00025164894759655-0.000769278500229120.000197303714230657-0.00014187023043632-0.000141870230436320.00150215346366167 2.09992307760612E-14-0.00340517237782478
0568 - Float             -0.7243596911       -0.618267715        -0.7481589317       -0.7723989487       -0.7723989487       -0.5329644084       0.994271338         -0.3105018139       
056C - 4 Bytes           864026624           0                   864026624           864026624           864026624           3019898880          3184351840          1047464068          
0570 - Float             -63.30911255        -61.50028992        -48.1054039         -49.41098785        -49.41098785        -53.29612732        -53.28687668        -52.06347275        
0574 - Float             13.85754585         15.19977379         24.14461136         26.7438736          26.7438736          24.71479797         16.02737999         8.247239113         
0578 - Float             1.726741433         1.935501099         3.522754669         3.789783001         3.789783001         3.14650631          3.029251814         4.639262676         
057C - Float             1                   1                   1                   1                   1                   1                   1                   1                   
0580 - Float             -0.8205915093       -0.9046106339       0.4452769458        -0.7803968191       -0.7803968191       -0.01906989515      0.5522818565        0.1503964663        
0584 - Float             -0.5251010656       -0.3673067987       -0.8702913523       -0.583165884        -0.583165884        -0.4704140425       0.1360740364        0.5495992899        
0588 - Float             -0.2256067246       -0.2162528038       -0.2105271071       -0.2256067246       -0.2256067246       -0.8822401762       -0.8224774003       -0.8217793703       
058C - Float             -0.4412917495       -0.3610255122       -0.3760076165       -0.4641329646       -0.4641329646       -0.5856811404       0.8162931204        -0.5941935778       
0590 - Float             0.3313131332        0.390568763         -0.395132035        0.2984750569        0.2984750569        -0.7098984718       0.1120471358        0.7145957947        
0594 - Float             0.8339622617        0.8468274474        0.8381461501        0.8339622617        0.8339622617        0.3911804259        0.5666666627        0.3691704869        
0598 - Float             -0.3631680608       -0.2265840173       -0.8126172423       -0.4190003872       -0.4190003872       -0.8103176951       0.169264853         0.7901359797        
059C - Float             0.783900857         0.8441218138        -0.294047296        0.7555330396        0.7555330396        0.5241709948        -0.9843422771       0.4327741861        
05A0 - Float             -0.5035954714       -0.485919714        -0.5031792521       -0.5035954714       -0.5035954714       -0.2619746923       -0.04919467121      0.4340410531        
05A4 - Float             -63.32623291        -61.51980972        -48.08892441        -49.42676163        -49.42676163        -53.2604332         -53.28540039        -52.10018921        
05A8 - Float             13.83955669         15.18441963         24.12603188         26.72469139         26.72469139         24.69231415         16.06699753         8.234867096         
05AC - Float             1.726741433         1.935501099         3.522754669         3.789783001         3.789783001         3.14650631          3.025256395         4.648563862         
05B0 - Float             1                   1                   1                   1                   1                   1                   1                   1                   
05B4 - Float             0.3459984064        0.5030760169        -0.8851899505       0.2785952389        0.2785952389        -0.3261357248       0.3041839898        -0.1586620808       
05B8 - Float             0.9179090261        0.8416433334        0.4293736219        0.9405618906        0.9405618906        0.1903096288        -0.1411704719       -0.465781033        
05BC - Float             -0.1942368001       -0.196344018        -0.179100439        -0.1942368001       -0.1942368001       -0.9259685874       -0.9420950413       -0.8705598116       
05C0 - Float             -0.2647452354       -0.2294060737       -0.3071003258       -0.2853565216       -0.2853565216       -0.9178386927       0.9432289004        0.7917435169        
05C4 - Float             0.2941272855        0.3490820527        -0.2501029372       0.2741761506        0.2741761506        -0.2982271016       -0.09383987635      0.4667723775        
05C8 - Float             0.9183676243        0.9085783362        0.9182254076        0.9183676243        0.9183676243        0.2619791329        0.3186117411        -0.3940377235       
05CC - Float             0.9001084566        0.8332391977        0.349468261         0.9170367718        0.9170367718        -0.2262917459       -0.1333846152       0.5898885727        
05D0 - Float             -0.2663304508       -0.4120415449       0.8678057194        -0.2004260421       -0.2004260421       0.9353305101        -0.9855279922       -0.7517789602       
05D4 - Float             0.3447796404        0.3686928451        0.3532493114        0.3447796404        0.3447796404        0.271936208         0.1046115309        0.2947201133        
05D8 - Float             -63.29199219        -61.48077011        -48.12188339        -49.39521408        -49.39521408        -53.33182144        -53.28835297        -52.02675629        
05DC - Float             13.87553501         15.21512794         24.16319084         26.7630558          26.7630558          24.7372818          15.98776245         8.25961113          
05E0 - Float             1.726741433         1.935501099         3.522754669         3.789783001         3.789783001         3.14650631          3.033247232         4.629961491         
05E4 - Float             1                   1                   1                   1                   1                   1                   1                   1                   
05E8 - Byte              158                 182                 204                 152                 152                 182                 234                 164                 
05E9 - String            “ó>B#              kÝ>ÿ?Y              n >Ù¤å              Ùø>*ÿ              Ùø>*ÿ              q<¿|à              ö>¸^              îè½;~Œ              
05EF - 2 Bytes           55998               37822               14910               55997               55997               19516               35517               5054                
05F1 - Byte              113                 87                  67                  113                 113                 224                 77                  114                 
05F2 - Byte              93                  96                  97                  93                  93                  127                 96                  116                 
05F3 - Byte              63                  63                  63                  63                  63                  63                  63                  63                  
05F4 - Float             -0.5009888411       -0.4611387849       -0.7952271104       -0.5546705723       -0.5546705723       -0.4728028178       0.6222154498        -0.5003162622       
05F8 - Float             0.7592120171        0.7831503749        -0.4710749686       0.7209252119        0.7209252119        -0.8806193471       0.7188119888        0.8461598754        
05FC - Float             0.4154602289        0.4171650708        0.3817095459        0.4154602289        0.4154602289        0.03110489063       -0.3100928664       0.1835677922        
0600 - Float             -0.7229701281       -0.7748080492       0.5857195854        -0.6753594279       -0.6753594279       0.8810456395        -0.6180484295       -0.8583401442       
0604 - Float             -0.631013751        -0.5845207572       -0.7595493793       -0.6817285419       -0.6817285419       -0.4730316699       0.6941691637        -0.4568564296       
0608 - Float             0.2813106775        0.2408486754        0.2828733623        0.2813106775        0.2813106775        -3.747821438E-6     0.3689790368        -0.2335262895       
060C - Float             -63.29693985        -61.4899025         -48.09280777        -49.39800644        -49.39800644        -53.29610062        -53.26929092        -52.06663895        
0610 - Float             13.84593678         15.18654251         24.15576172         26.73317719         26.73317719         24.71484947         16.02634048         8.256637573         
0614 - Float             1.744449854         1.953209519         3.540463209         3.807491541         3.807491541         3.183871269         3.064416647         4.677310944         
0618 - Float             1                   1                   1                   1                   1                   1                   1                   1                   
061C - Float             0.0632365644        -0.04243224859      0.5224413872        0.1006320417        0.1006320417        0.2404316962        -0.9711182117       0.4501889944        
0620 - Float             -0.5185147524       -0.5069765449       0.01508754492       -0.5125715137       -0.5125715137       -0.1103018522       -0.1580580324       -0.8903253675       
0624 - Float             -0.8527271748       -0.8609148264       -0.8525418043       -0.8527271748       -0.8527271748       -0.964378953        -0.1787379682       0.06819462776       
0628 - Float             -0.9295751452       -0.973066926        0.2582794428        -0.9023922682       -0.9023922682       -0.5343955755       0.168163836         0.4159506559        
062C - Float             -0.3415289223       -0.1744506806       -0.9556719065       -0.4079709053       -0.4079709053       -0.8444398642       0.07802793384       0.1415174007        
0630 - Float             0.1387366951        0.1506908089        0.1413620263        0.1387366951        0.1387366951        -0.03664797544      -0.9826661944       -0.8983082175       
0634 - Float             -0.3631680608       -0.2265840173       -0.8126172423       -0.4190003872       -0.4190003872       -0.8103176951       0.169264853         0.7901359797        
0638 - Float             0.783900857         0.8441218138        -0.294047296        0.7555330396        0.7555330396        0.5241709948        -0.9843422771       0.4327741861        
063C - Float             -0.5035954714       -0.485919714        -0.5031792521       -0.5035954714       -0.5035954714       -0.2619746923       -0.04919467121      0.4340410531        
0640 - Float             -63.40342712        -61.60490417        -48.04703903        -49.50017166        -49.50017166        -53.26371384        -53.17642593        -52.07051468        
0644 - Float             13.79016113         15.14986706         24.04416466         26.66983414         26.66983414         24.61134338         16.09384727         8.343310356         
0648 - Float             1.705518723         1.915158272         3.50295043          3.76856041          3.76856041          2.994650364         2.862970591         4.486415863         
064C - Float             1                   1                   1                   1                   1                   1                   1                   1                   
0650 - Float             0.4049643874        0.4512039125        -0.1673461199       0.3879885375        0.3879885375        0.2610154748        -0.8534377217       -0.5532277822       
0654 - Float             0.2196537852        0.121312201         0.4287704825        0.2484126836        0.2484126836        0.3271955848        0.1678820997        -0.110401839        
0658 - Float             -0.8875562549       -0.8841371536       -0.887778759        -0.8875562549       -0.8875562549       -0.9081927538       0.4934162199        0.8256818056        
065C - Float             0.1606511176        0.3195741773        -0.921882391        0.09224182367       0.09224182367       -0.9384366274       -0.5038378239       -0.5881925821       
0660 - Float             0.9385201335        0.9030532241        0.2511355579        0.9476921558        0.9476921558        -0.1345370561       -0.02346522361      -0.6501076221       
0664 - Float             0.3055665493        0.2869967818        0.2950655818        0.3055665493        0.3055665493        -0.3181773126       -0.8634793758       -0.4810298085       
0668 - Float             0.9001084566        0.8332391977        0.349468261         0.9170367718        0.9170367718        -0.2262917459       -0.1333846152       0.5898885727        
066C - Float             -0.2663304508       -0.4120415449       0.8678057194        -0.2004260421       -0.2004260421       0.9353305101        -0.9855279922       -0.7517789602       
0670 - Float             0.3447796404        0.3686928451        0.3532493114        0.3447796404        0.3447796404        0.271936208         0.1046115309        0.2947201133        
0674 - Float             -63.25944519        -61.43344498        -48.20515442        -49.36900711        -49.36900711        -53.38795853        -53.22833252        -52.05806351        
0678 - Float             13.96188259         15.29430103         24.20358086         26.85153389         26.85153389         24.7700386          15.95990753         8.16770649          
067C - Float             1.708469748         1.917031169         3.50590682          3.771511316         3.771511316         2.987123728         2.847359419         4.458188534         
0680 - Float             1                   1                   1                   1                   1                   1                   1                   1                   
0684 - Float             -0.431556344        -0.4223436415       -0.3709596992       -0.4535217285       -0.4535217285       0.0180790294        0.735127449         -0.1946475208       
0688 - Float             0.3188708425        0.353818655         -0.429374516        0.2867707014        0.2867707014        0.03462420031       0.07631786913       0.07398149371       
068C - Float             0.8438485861        0.8345288038        0.8234235644        0.8438485861        0.8438485861        0.9992369413        0.6736195087        0.978079319         
0690 - Float             -0.7771340609       -0.7205118537       -0.4007814527       -0.7999817133       -0.7999817133       -0.4104243815       0.4545887113        -0.7070753574       
0694 - Float             0.3435832858        0.4275839627        -0.7258394957       0.2863841951        0.2863841951        -0.9110608101       0.6816509962        0.6805203557        
0698 - Float             -0.5272696018       -0.5459257364       -0.559044838        -0.5272696018       -0.5272696018       0.0389944464        -0.5733247399       -0.1921892613       
069C - Double            -0.00221343663663812-0.00127900088791644-0.00004877738676187-0.0031778640025422 -0.0031778640025422 -4.37206926181539E-60.000401119875280463-0.000406190926860128
06A4 - Byte              82                  52                  12                  82                  82                  113                 230                 74                  
06A5 - Byte              214                 65                  2                   214                 214                 39                  204                 38                  
06A6 - Byte              203                 152                 199                 203                 203                 20                  238                 164                 
06A7 - Byte              61                  61                  61                  61                  61                  187                 62                  189                 
06A8 - Float             -63.2504425         -61.44763184        -48.07748032        -49.35050201        -49.35050201        -53.29498291        -53.24713898        -52.07187653        
06AC - Float             13.83034134         15.16579723         24.19960213         26.72099113         26.72099113         24.71693993         16.02450371         8.243868828         
06B0 - Float             1.828866124         2.038731813         3.626337528         3.891907692         3.891907692         3.257833004         3.104911804         4.721395493         
06B4 - Float             1                   1                   1                   1                   1                   1                   1                   1                   
06B8 - Float             -0.1585286856       -0.2276935577       0.8276925087        -0.09760004282      -0.09760004282      0.9117156863        -0.811432004        -0.4646437764       
06BC - Float             -0.8353319168       -0.8091967106       -0.2142374665       -0.8446211219       -0.8446211219       -0.410815984        0.56203866          -0.7359470725       
06C0 - Float             -0.5263927579       -0.5416240692       -0.5186787248       -0.5263927579       -0.5263927579       -0.002260651672     0.1602847874        -0.4924310744       
06C4 - Float             0.7012606263        0.6316712499        0.5204327106        0.7335060239        0.7335060239        0.4104102552        -0.4096329212       0.7637859583        
06C8 - Float             -0.4705619216       -0.5460626483       0.6388064623        -0.4185255766       -0.4185255766       0.91103369          -0.7425328493       -0.6144658923       
06CC - Float             0.5355420709        0.5502794981        0.5666358471        0.5355420709        0.5355420709        -0.03977074474      0.529949367         0.1976439506        
06D0 - Float             -0.6950557232       -0.7410447598       0.2099405229        -0.6726390123       -0.6726390123       0.01839788258       0.4168686271        -0.4480373561       
06D4 - Float             -0.2842394114       -0.216833055        -0.7389375567       -0.3338431418       -0.3338431418       0.03533199057       0.3643597662        -0.2842776477       
06D8 - Float             0.6603828073        0.6354810596        0.6402313709        0.6603828073        0.6603828073        0.9992063642        0.8327439427        0.8476135731        
06DC - Float             -63.34300613        -61.54111099        -48.12202454        -49.44525909        -49.44525909        -53.23931885        -53.17296982        -52.11292267        
06E0 - Float             13.86398697         15.20734787         24.10518646         26.74784279         26.74784279         24.69455338         16.05281448         8.234620094         
06E4 - Float             1.987216949         2.194648743         3.780857086         4.050258636         4.050258636         3.32114315          3.195596457         4.834338665         
06E8 - Float             1                   1                   1                   1                   1                   1                   1                   1                   
06EC - Float             0.00001594424248    0.0025742203        -0.0004749894142    0.00001756846905    0.00001756846905    -0.0004621595144    0.2661716342        0.3875308037        
06F0 - Float             -0.00002354383469   0.001633822918      0.0008171647787     -0.00002229213715   -0.00002229213715   0.0002177655697     0.09371627867       0.1959042251        
06F4 - Float             -1                  -0.9999954104       -0.9999996424       -1                  -1                  -1.000000238        -0.9593593478       -0.9008002877       
06F8 - Float             -0.955884397        -0.8840742707       -0.3841070235       -0.9746520519       -0.9746520519       -0.510710597        0.9489480853        -0.4748736024       
06FC - Float             0.2937431931        0.4673441052        -0.9232884645       0.2237262428        0.2237262428        -0.8597528934       0.1492915452        0.8799590468        
0700 - Float             -0.00002220273018   -0.001512169838     -0.0005721151829    -0.00002220273018   -0.00002220273018   0.00004859548062    0.2778666317        -0.01292226464      
0704 - Float             0.2937431335        0.4673392773        -0.9232885242       0.2237263322        0.2237263322        -0.8597530127       0.169264853         0.7901359797        
0708 - Float             0.9558845162        0.8840739727        0.3841066957        0.9746520519        0.9746520519        0.510710597         -0.9843422771       0.4327741861        
070C - Float             -0.0000177025795    0.002647548914      0.0007525086403     -0.0000177025795    -0.0000177025795    0.0005086958408     -0.04919467121      0.4340410531        
0710 - Float             -63.39806747        -61.60850143        -48.00276184        -49.491642          -49.491642          -53.22614288        -53.25892639        -52.03226852        
0714 - Float             13.74621868         15.10690212         24.04544258         26.62639427         26.62639427         24.59410667         16.08041954         8.267672539         
0718 - Float             1.633252501         1.842198133         3.430699825         3.696294069         3.696294069         2.843955994         2.84778595          4.492209435         
071C - Float             1                   1                   1                   1                   1                   1                   1                   1                   
0720 - Float             0.1689086258        0.1395717263        -0.02657437325      0.16676718          0.16676718          0.005772089586      0.6925496459        -0.4430572987       
0724 - Float             0.02343542874       -0.003784388304     0.1376100183        0.03560976684       0.03560976684       0.007307706401      0.5584204197        0.4265961647        
0728 - Byte              24                  16                  39                  24                  24                  42                  212                 119                 
0729 - Byte              64                  126                 121                 64                  64                  253                 207                 218                 
072A - Byte              124                 125                 125                 124                 124                 127                 233                 73                  
072B - Byte              63                  63                  63                  63                  63                  63                  62                  63                  
072C - Byte              225                 20                  131                 54                  54                  255                 146                 69                  
072D - Byte              106                 204                 163                 131                 131                 81                  76                  180                 
072E - Byte              95                  82                  11                  103                 103                 210                 49                  9                   
072F - Byte              191                 191                 191                 191                 191                 190                 62                  191                 
0730 - Float             0.4681654572        0.5549787283        -0.8320270777       0.4037143588        0.4037143588        -0.9116892219       0.4858676791        0.5771135688        
0734 - Float             0.138467133         0.1181848943        0.1009967625        0.138467133         0.138467133         0.009033693001      -0.8567111492       -0.6144886017       
0738 - Double            -0.00221343663663812-0.00127900088791644-0.00004877738676187-0.0031778640025422 -0.0031778640025422 -4.37206926181539E-60.000214616272933328-0.000278858176186247
0740 - Byte              82                  52                  12                  82                  82                  113                 68                  170                 
0741 - Byte              214                 65                  2                   214                 214                 39                  142                 214                 
0742 - Byte              203                 152                 199                 203                 203                 20                  117                 214                 
0743 - Byte              61                  61                  61                  61                  61                  187                 62                  188                 
0744 - Float             -63.3299675         -61.52545929        -48.14584351        -49.4340744         -49.4340744         -53.29341888        -53.15205383        -52.09703827        
0748 - Float             13.88910389         15.23099899         24.12047768         26.77383804         26.77383804         24.71993446         16.03434753         8.253417969         
074C - Float             1.984384775         2.192533016         3.778092384         4.047426224         4.047426224         3.343893528         3.192081451         4.847959518         
0750 - Float             1                   1                   1                   1                   1                   1                   1                   1                   
0754 - Float             0.5359850526        0.6061989069        -0.4424449205       0.4980688095        0.4980688095        -0.9118952751       0.08564639091       0.7479163408        
0758 - Float             0.5039696693        0.4520603716        0.6005605459        0.5414728522        0.5414728522        0.4101418555        -0.735898912        0.5643497109        
075C - Float             -0.6772995591       -0.6543428898       -0.6660103202       -0.6772995591       -0.6772995591       -0.01520539075      -0.6716529727       -0.3494718671       
0760 - Float             0.8366112113        0.7941847444        0.2729014754        0.8495932221        0.8495932221        0.4104164541        -0.4972387552       0.6453347206        
0764 - Float             -0.2095515728       -0.3002620339       0.7975987196        -0.1483960748       -0.1483960748       0.9110308886        -0.6157454848       -0.7414807081       
0768 - Float             0.5061325431        0.5283122063        0.5379230976        0.5061325431        0.5061325431        -0.03977071866      0.6112376451        0.1837111413        
076C - Float             0.1131464243        0.04235479236       0.8542641401        0.17354846          0.17354846          -0.002459004521     -0.8633762598       -0.1554492861       
0770 - Float             -0.8379155397       -0.8399310708       0.05624622107       -0.8275176287       -0.8275176287       -0.04250741377      0.281621635         -0.3629268408       
0774 - Float             -0.5339431167       -0.5410378575       -0.5167872906       -0.5339431167       -0.5339431167       -0.9990932345       -0.418653667        -0.9187598825       
0778 - Float             -63.31695175        -61.50982666        -48.16967392        -49.4229126         -49.4229126         -53.34836578        -53.14722443        -52.078125          
077C - Float             13.91423035         15.25466347         24.13575172         26.79984283         26.79984283         24.74369049         16.01556396         8.27193737          
0780 - Float             1.9815557           2.190420151         3.775329828         4.044597149         4.044597149         3.321413517         3.17172122          4.838441372         
0784 - Float             1                   1                   1                   1                   1                   1                   1                   1                   
0788 - Byte              0                   128                 0                   0                   0                   240                 242                 142                 
0789 - Byte              128                 192                 183                 64                  64                  139                 66                  249                 
078A - Byte              178                 54                  48                  164                 164                 162                 99                  18                  
078B - Byte              55                  187                 58                  55                  55                  59                  191                 190                 
078C - Byte              0                   0                   0                   0                   0                   0                   67                  174                 
078D - Byte              176                 164                 184                 160                 160                 76                  56                  224                 
078E - Byte              192                 12                  100                 204                 204                 190                 147                 233                 
078F - Byte              55                  187                 186                 55                  55                  58                  61                  190                 
0790 - Float             -1                  -0.9999938011       -0.9999993443       -1                  -1                  -0.9999867678       -0.4546975195       -0.877918005        
0794 - Float             0.2179361433        0.3960244358        -0.9506135583       0.1466639638        0.1466639638        -0.9920793772       0.4405971467        0.7946260571        
0798 - Float             0.9759629369        0.9182348251        0.310375452         0.9891863465        0.9891863465        -0.1255100965       -0.1535174847       0.4755725861        
079C - Float             0.00002697110176    -0.003074895591     -0.0009115636349    0.00002697110176    0.00002697110176    -0.005103545263     -0.884480834        -0.3773594201       
07A0 - Float             0.9759631157        0.9182358384        0.3103760779        0.9891864061        0.9891864061        -0.1255157888       -0.1333846152       0.5898885727        
07A4 - Float             -0.2179360986       -0.3960306346       0.9506136179        -0.1466638595       -0.1466638595       0.9920914173        -0.9855279922       -0.7517789602       
07A8 - Float             0.00001579523087    -0.00171071291      -0.0006202459335    0.00001579523087    0.00001579523087    0.0008179843426     0.1046115309        0.2947201133        
07AC - Float             -63.22512436        -61.39520645        -48.21933746        -49.33612442        -49.33612442        -53.34717178        -53.30083466        -52.10506439        
07B0 - Float             13.98049736         15.30458164         24.23991776         26.8725853          26.8725853          24.82116699         15.97416973         8.158327103         
07B4 - Float             1.633251786         1.842103004         3.430670023         3.696293354         3.696293354         2.845209122         2.889277697         4.528334618         
07B8 - Float             1                   1                   1                   1                   1                   1                   1                   1                   
07BC - Byte              229                 203                 36                  244                 244                 200                 89                  30                  
07BD - String            P„½2                "Ú½&                tè¾¤                ¶À½¾                ¶À½¾                b“½                ôÿ=@                }¬>{                
07C1 - Byte              164                 50                  113                 177                 177                 193                 29                  170                 
07C2 - 2 Bytes           16081               16080               48609               16078               16078               48539               47921               15892               
07C4 - Byte              87                  220                 244                 87                  87                  201                 242                 1                   
